,region,department,overseas,city,station,latitude,longitude
144,AUVERGNE-RHONE-ALPES,PUY-DE-DÔME,False,CLERMONT-FERRAND,Beaulieu&FR07051,45.769,3.155
145,AUVERGNE-RHONE-ALPES,CANTAL,False,AURILLAC,Aurillac-Lagarde&FR07052,44.92008,2.441082
146,AUVERGNE-RHONE-ALPES,PUY-DE-DÔME,False,CLERMONT-FERRAND,Edouard Michelin&FR07053,45.780434,3.111592
147,AUVERGNE-RHONE-ALPES,HAUTE-LOIRE,False,LE PUY-EN-VELAY,Le Puy-Causans&FR07054,45.039001,3.887001
148,AUVERGNE-RHONE-ALPES,HAUTE-LOIRE,False,FAY-SUR-LIGNON,Pays du Mezenc&FR07056,44.98377,4.226006
149,AUVERGNE-RHONE-ALPES,ALLIER,False,MOULINS,Moulins Centre&FR07057,46.5619722,3.34063888888888
150,AUVERGNE-RHONE-ALPES,ALLIER,False,MONTLUÇON,Montluçon&FR07058,46.340723,2.593945
151,AUVERGNE-RHONE-ALPES,ALLIER,False,VICHY,Vichy&FR07059,46.130431,3.425694
152,AUVERGNE-RHONE-ALPES,PUY-DE-DÔME,False,ROYAT,Royat Périurbaine&FR07060,45.764111,3.046111
153,AUVERGNE-RHONE-ALPES,PUY-DE-DÔME,False,RIOM,Riom Périurbaine&FR07061,45.89674,3.122254
